"B17001C_001E","B17001C_001M","B17001C_002E","B17001C_002M","B17001C_003E","B17001C_003M","B17001C_004E","B17001C_004M","B17001C_005E","B17001C_005M","B17001C_006E","B17001C_006M","B17001C_007E","B17001C_007M","B17001C_008E","B17001C_008M","B17001C_009E","B17001C_009M","B17001C_010E","B17001C_010M","B17001C_011E","B17001C_011M","B17001C_012E","B17001C_012M","B17001C_013E","B17001C_013M","B17001C_014E","B17001C_014M","B17001C_015E","B17001C_015M","B17001C_016E","B17001C_016M","B17001C_017E","B17001C_017M","B17001C_018E","B17001C_018M","B17001C_019E","B17001C_019M","B17001C_020E","B17001C_020M","B17001C_021E","B17001C_021M","B17001C_022E","B17001C_022M","B17001C_023E","B17001C_023M","B17001C_024E","B17001C_024M","B17001C_025E","B17001C_025M","B17001C_026E","B17001C_026M","B17001C_027E","B17001C_027M","B17001C_028E","B17001C_028M","B17001C_029E","B17001C_029M","B17001C_030E","B17001C_030M","B17001C_031E","B17001C_031M","B17001C_032E","B17001C_032M","B17001C_033E","B17001C_033M","B17001C_034E","B17001C_034M","B17001C_035E","B17001C_035M","B17001C_036E","B17001C_036M","B17001C_037E","B17001C_037M","B17001C_038E","B17001C_038M","B17001C_039E","B17001C_039M","B17001C_040E","B17001C_040M","B17001C_041E","B17001C_041M","B17001C_042E","B17001C_042M","B17001C_043E","B17001C_043M","B17001C_044E","B17001C_044M","B17001C_045E","B17001C_045M","B17001C_046E","B17001C_046M","B17001C_047E","B17001C_047M","B17001C_048E","B17001C_048M","B17001C_049E","B17001C_049M","B17001C_050E","B17001C_050M","B17001C_051E","B17001C_051M","B17001C_052E","B17001C_052M","B17001C_053E","B17001C_053M","B17001C_054E","B17001C_054M","B17001C_055E","B17001C_055M","B17001C_056E","B17001C_056M","B17001C_057E","B17001C_057M","B17001C_058E","B17001C_058M","B17001C_059E","B17001C_059M","GEO_ID","NAME"
"153","64","94","67","47","63","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","47","63","0","33","0","33","0","33","0","33","47","47","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","32","46","15","26","0","33","0","33","59","54","22","26","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","18","25","4","13","0","33","37","38","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","18","25","0","33","0","33","19","33","0500000US13031","Bulloch County, Georgia"
"0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0500000US13033","Burke County, Georgia"
"2","5","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","2","5","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","2","5","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","2","5","0","26","0","26","0","26","0","26","0500000US13035","Butts County, Georgia"
"0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0500000US13037","Calhoun County, Georgia"
"385","110","56","96","20","34","20","34","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","36","63","27","47","0","33","0","33","0","33","0","33","0","33","9","18","0","33","0","33","0","33","0","33","0","33","0","33","329","85","79","61","7","10","0","33","0","33","0","33","0","33","0","33","7","15","3","7","4","9","0","33","55","50","3","6","0","33","250","69","22","38","0","33","0","33","0","33","0","33","0","33","64","52","23","30","5","9","33","31","94","61","9","15","0","33","0500000US13039","Camden County, Georgia"
"0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0500000US13043","Candler County, Georgia"
"947","448","374","338","182","164","18","20","0","33","54","54","46","54","9","10","0","33","0","33","0","33","17","24","38","47","0","33","0","33","0","33","192","178","0","33","45","52","46","53","0","33","0","33","9","10","27","32","18","22","35","43","0","33","12","17","0","33","0","33","573","336","225","139","0","33","0","33","36","30","0","33","0","33","15","22","0","33","0","33","52","68","94","111","18","30","10","17","0","33","348","214","0","33","0","33","0","33","0","33","0","33","0","33","85","93","0","33","0","33","138","116","36","38","65","79","24","38","0500000US13045","Carroll County, Georgia"
"231","107","57","58","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","57","58","0","33","0","33","0","33","0","33","0","33","0","33","57","58","0","33","0","33","0","33","0","33","0","33","0","33","174","100","68","63","0","33","1","2","0","33","0","33","0","33","0","33","0","33","0","33","23","36","2","7","8","14","34","51","0","33","106","95","0","33","0","33","29","53","0","33","0","33","0","33","0","33","29","44","15","27","0","33","19","30","0","33","14","24","0500000US13047","Catoosa County, Georgia"
"149","90","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","149","90","51","67","25","36","0","22","0","22","0","22","0","22","0","22","0","22","23","33","0","22","0","22","3","5","0","22","0","22","98","70","25","36","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","73","82","0","22","0","22","0","22","0500000US13049","Charlton County, Georgia"
"673","156","95","67","25","26","0","33","0","33","13","19","0","33","0","33","0","33","9","14","0","33","2","4","1","2","0","33","0","33","0","33","70","54","11","19","0","33","0","33","7","10","0","33","0","33","6","11","0","33","7","12","0","33","18","25","16","24","5","7","578","157","336","110","12","33","0","33","18","27","0","33","0","33","5","10","17","21","63","54","56","49","55","51","30","27","80","53","0","33","242","108","0","33","0","33","12","21","16","23","18","27","0","33","24","26","0","33","53","50","51","35","65","51","3","5","0","33","0500000US13051","Chatham County, Georgia"
"15","23","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","15","23","6","12","0","22","0","22","5","10","0","22","0","22","0","22","0","22","1","3","0","22","0","22","0","22","0","22","0","22","9","12","6","10","0","22","0","22","0","22","0","22","0","22","0","22","2","4","1","3","0","22","0","22","0","22","0","22","0500000US13053","Chattahoochee County, Georgia"
"15","25","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","15","25","15","25","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","15","25","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0500000US13055","Chattooga County, Georgia"
"724","408","141","139","105","131","0","33","0","33","0","33","0","33","30","49","0","33","65","73","4","25","0","33","6","12","0","33","0","33","0","33","36","54","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","2","4","34","53","0","33","0","33","583","341","424","282","79","125","0","33","0","33","8","12","0","33","2","3","155","116","82","83","5","17","71","92","22","32","0","33","0","33","159","112","18","40","0","33","8","15","0","33","0","33","0","33","49","73","28","39","50","55","4","9","2","3","0","33","0","33","0500000US13057","Cherokee County, Georgia"
"211","213","10","17","1","3","0","33","0","33","0","33","0","33","0","33","0","33","0","33","1","3","0","33","0","33","0","33","0","33","0","33","9","16","0","33","0","33","0","33","0","33","0","33","0","33","9","16","0","33","0","33","0","33","0","33","0","33","0","33","201","213","118","134","0","33","0","33","0","33","0","33","0","33","48","63","0","33","11","18","0","33","53","74","0","33","0","33","6","11","83","86","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","63","81","0","33","20","30","0","33","0","33","0500000US13059","Clarke County, Georgia"
"0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0500000US13061","Clay County, Georgia"
"378","218","76","87","29","33","0","33","0","33","0","33","0","33","0","33","0","33","15","30","14","16","0","33","0","33","0","33","0","33","0","33","47","64","9","16","9","16","0","33","0","33","0","33","0","33","0","33","10","17","11","21","0","33","8","15","0","33","0","33","302","178","41","42","9","16","0","33","4","10","0","33","0","33","11","15","5","9","0","33","0","33","10","14","2","8","0","33","0","33","261","175","0","33","0","33","6","13","0","33","0","33","0","33","1","3","97","94","43","67","13","23","0","33","10","22","91","107","0500000US13063","Clayton County, Georgia"
"156","270","152","270","152","270","0","20","0","20","0","20","0","20","0","20","0","20","0","20","152","270","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","4","7","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","4","7","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","4","7","0","20","0500000US13065","Clinch County, Georgia"
"1685","476","340","194","164","127","37","67","0","33","0","33","0","33","0","33","0","33","7","14","54","67","37","58","2","4","27","41","0","33","0","33","176","111","20","34","0","33","7","12","0","33","0","33","5","9","5","11","5","8","16","25","65","62","0","33","53","58","0","33","1345","415","784","317","0","33","0","33","0","33","30","50","0","33","0","33","118","119","226","127","106","104","130","91","111","63","63","53","0","33","561","162","0","33","0","33","6","14","13","30","15","18","35","51","87","71","131","79","66","60","120","93","80","67","8","14","0","33","0500000US13067","Cobb County, Georgia"
"18","31","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","18","31","14","24","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","14","24","0","30","0","30","0","30","4","9","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","4","9","0","30","0","30","0","30","0","30","0500000US13069","Coffee County, Georgia"
"504","316","33","41","20","26","0","30","0","30","0","30","0","30","0","30","0","30","0","30","4","7","16","25","0","30","0","30","0","30","0","30","13","29","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","13","29","0","30","0","30","0","30","0","30","471","304","216","188","17","32","0","30","46","56","52","58","0","30","11","19","72","64","0","30","4","6","0","30","14","21","0","30","0","30","255","132","0","30","24","41","0","30","42","59","0","30","0","30","33","56","41","44","20","37","0","30","0","30","95","76","0","30","0500000US13071","Colquitt County, Georgia"
"387","232","108","107","89","103","0","33","0","33","8","13","0","33","0","33","0","33","0","33","0","33","0","33","0","33","81","103","0","33","0","33","19","29","0","33","0","33","0","33","0","33","0","33","8","13","0","33","0","33","11","17","0","33","0","33","0","33","0","33","279","211","91","87","8","14","0","33","0","33","0","33","0","33","0","33","0","33","0","33","70","84","13","22","0","33","0","33","0","33","188","189","0","33","0","33","0","33","19","31","0","33","0","33","82","128","0","33","17","28","32","53","10","20","28","49","0","33","0500000US13073","Columbia County, Georgia"
"0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0500000US13075","Cook County, Georgia"
"305","108","56","66","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","56","66","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","20","32","36","59","0","33","0","33","249","109","92","65","0","33","0","33","0","33","0","33","2","5","0","33","0","33","19","28","7","14","48","58","16","25","0","33","0","33","157","91","0","33","0","33","0","33","0","33","0","33","2","5","0","33","42","54","18","28","10","15","28","37","37","55","20","29","0500000US13077","Coweta County, Georgia"
"16","24","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","16","24","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","16","24","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","16","24","0","22","0","22","0","22","0500000US13079","Crawford County, Georgia"
"0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0500000US13081","Crisp County, Georgia"
"0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0500000US13083","Dade County, Georgia"
"26","40","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","26","40","26","40","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","26","40","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0500000US13085","Dawson County, Georgia"
"38","55","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","38","55","38","55","0","26","0","26","0","26","0","26","0","26","0","26","0","26","38","55","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0500000US13087","Decatur County, Georgia"
"6579","919","1837","534","912","354","134","113","46","70","214","169","99","84","29","35","19","35","37","35","57","44","141","91","17","31","87","94","32","54","0","33","925","257","56","53","59","56","83","69","87","67","10","19","60","58","74","58","127","76","167","99","63","56","46","57","42","40","51","73","4742","739","2422","425","241","112","0","33","123","113","224","121","114","75","37","45","221","86","281","81","542","171","349","174","138","76","106","82","46","92","2320","412","231","122","48","56","249","106","97","67","190","116","48","43","180","90","296","106","355","134","226","107","232","102","104","76","64","46","0500000US13089","DeKalb County, Georgia"
"13","28","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","13","28","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","13","28","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","13","28","0500000US13091","Dodge County, Georgia"
"4","9","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","4","9","4","9","0","22","0","22","0","22","0","22","0","22","0","22","0","22","4","9","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0500000US13093","Dooly County, Georgia"
"116","66","10","18","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","10","18","0","33","0","33","0","33","0","33","0","33","0","33","0","33","6","13","4","10","0","33","0","33","0","33","0","33","106","60","54","40","0","33","0","33","0","33","0","33","0","33","0","33","0","33","14","25","0","33","0","33","0","33","40","27","0","33","52","39","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","8","23","21","26","23","30","0","33","0","33","0500000US13095","Dougherty County, Georgia"
"121","68","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","121","68","121","68","0","33","0","33","0","33","0","33","0","33","0","33","0","33","13","28","26","44","0","33","13","21","69","61","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0500000US13097","Douglas County, Georgia"
"47","53","34","48","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","34","48","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","34","48","0","22","0","22","0","22","13","20","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","13","20","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","13","20","0","22","0","22","0500000US13099","Early County, Georgia"
"64","56","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","64","56","24","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","24","14","0","14","0","14","0","14","0","14","40","47","0","14","0","14","0","14","0","14","15","18","14","18","0","14","0","14","10","16","0","14","0","14","0","14","1","4","0500000US13101","Echols County, Georgia"
"110","64","36","38","18","28","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","18","28","0","33","0","33","0","33","18","27","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","18","27","0","33","0","33","74","57","41","38","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","5","10","21","32","15","23","0","33","0","33","33","42","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","22","40","0","33","11","18","0","33","0","33","0500000US13103","Effingham County, Georgia"
"27","45","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","27","45","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","27","45","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","27","45","0","22","0500000US13105","Elbert County, Georgia"
"48","45","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","48","45","30","29","0","26","0","26","0","26","0","26","0","26","0","26","25","29","0","26","0","26","1","3","4","7","0","26","0","26","18","18","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","14","18","4","7","0","26","0500000US13107","Emanuel County, Georgia"
"32","44","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","32","44","32","44","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","32","44","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0500000US13109","Evans County, Georgia"
"26","35","15","28","15","28","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","15","28","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","11","20","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","11","20","0","26","0","26","3","7","0","26","0","26","0","26","0","26","4","7","0","26","0","26","0","26","4","7","0","26","0500000US13111","Fannin County, Georgia"
"166","128","10","15","10","15","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","10","15","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","156","129","39","50","12","20","0","33","0","33","0","33","0","33","0","33","9","14","0","33","16","28","0","33","2","3","0","33","0","33","117","96","0","33","0","33","24","29","0","33","18","29","0","33","0","33","0","33","11","20","54","65","3","8","7","11","0","33","0500000US13113","Fayette County, Georgia"
"145","98","41","63","41","63","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","41","63","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","104","79","82","69","16","29","0","33","0","33","0","33","0","33","0","33","1","2","18","22","0","33","2","3","1","4","44","51","0","33","22","20","0","33","9","15","0","33","0","33","0","33","0","33","2","4","0","33","2","4","0","33","0","33","9","10","0","33","0500000US13115","Floyd County, Georgia"
"691","303","45","45","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","45","45","0","33","0","33","0","33","0","33","0","33","27","37","0","33","0","33","0","33","0","33","0","33","0","33","18","27","646","273","452","203","65","66","0","33","16","21","36","35","30","32","25","31","79","78","18","29","46","41","7","12","94","65","36","38","0","33","194","97","0","33","0","33","31","44","0","33","6","10","1","2","28","32","9","17","2","3","86","52","20","26","11","20","0","33","0500000US13117","Forsyth County, Georgia"
"74","90","31","40","14","30","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","14","30","0","26","0","26","0","26","17","24","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","17","24","0","26","43","81","21","37","0","26","0","26","13","24","0","26","0","26","0","26","0","26","0","26","0","26","8","15","0","26","0","26","0","26","22","45","0","26","0","26","12","26","8","16","0","26","0","26","0","26","0","26","2","4","0","26","0","26","0","26","0","26","0500000US13119","Franklin County, Georgia"
"3874","825","1023","434","515","216","125","94","0","33","39","58","62","64","67","49","0","33","0","33","51","37","67","71","22","23","70","42","0","33","12","7","508","241","69","81","0","33","123","92","0","33","31","41","39","62","0","33","60","46","98","73","45","42","35","32","8","15","0","33","2851","734","1501","412","78","67","54","47","22","41","100","67","0","33","109","103","124","64","237","139","482","284","137","87","94","59","58","29","6","10","1350","432","32","51","0","33","152","127","143","122","21","31","8","14","70","94","224","158","259","164","173","85","100","53","168","84","0","33","0500000US13121","Fulton County, Georgia"
"327","160","149","135","70","67","17","34","0","30","4","7","3","7","0","30","16","27","0","30","0","30","3","6","0","30","27","44","0","30","0","30","79","99","4","9","0","30","3","7","2","4","15","27","0","30","34","55","0","30","1","3","15","25","0","30","5","9","0","30","178","138","105","85","16","26","0","30","0","30","0","30","5","8","0","30","0","30","0","30","22","26","0","30","62","72","0","30","0","30","73","94","17","25","0","30","25","35","16","23","0","30","6","8","2","3","4","9","3","4","0","30","0","30","0","30","0","30","0500000US13123","Gilmer County, Georgia"
"14","20","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","14","20","4","6","0","14","0","14","0","14","4","6","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","10","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","8","14","2","4","0","14","0","14","0500000US13125","Glascock County, Georgia"
"203","98","49","60","49","60","0","33","0","33","0","33","0","33","0","33","0","33","10","17","0","33","0","33","39","58","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","154","94","54","49","0","33","3","13","26","42","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","25","28","0","33","100","69","0","33","0","33","0","33","0","33","0","33","0","33","0","33","20","33","46","55","22","33","7","13","5","15","0","33","0500000US13127","Glynn County, Georgia"
"715","513","88","145","34","56","0","33","17","28","17","28","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","54","91","0","33","0","33","24","40","0","33","0","33","0","33","0","33","0","33","30","51","0","33","0","33","0","33","0","33","627","466","368","289","171","133","47","58","0","33","0","33","0","33","0","33","0","33","0","33","52","69","75","90","23","32","0","33","0","33","259","185","71","80","0","33","0","33","0","33","0","33","0","33","0","33","93","67","2","6","0","33","88","98","5","9","0","33","0500000US13129","Gordon County, Georgia"
"116","81","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","116","81","12","15","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","12","15","0","26","0","26","104","83","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","48","45","0","26","32","41","24","27","0500000US13131","Grady County, Georgia"
