"B17001C_001E","B17001C_001M","B17001C_002E","B17001C_002M","B17001C_003E","B17001C_003M","B17001C_004E","B17001C_004M","B17001C_005E","B17001C_005M","B17001C_006E","B17001C_006M","B17001C_007E","B17001C_007M","B17001C_008E","B17001C_008M","B17001C_009E","B17001C_009M","B17001C_010E","B17001C_010M","B17001C_011E","B17001C_011M","B17001C_012E","B17001C_012M","B17001C_013E","B17001C_013M","B17001C_014E","B17001C_014M","B17001C_015E","B17001C_015M","B17001C_016E","B17001C_016M","B17001C_017E","B17001C_017M","B17001C_018E","B17001C_018M","B17001C_019E","B17001C_019M","B17001C_020E","B17001C_020M","B17001C_021E","B17001C_021M","B17001C_022E","B17001C_022M","B17001C_023E","B17001C_023M","B17001C_024E","B17001C_024M","B17001C_025E","B17001C_025M","B17001C_026E","B17001C_026M","B17001C_027E","B17001C_027M","B17001C_028E","B17001C_028M","B17001C_029E","B17001C_029M","B17001C_030E","B17001C_030M","B17001C_031E","B17001C_031M","B17001C_032E","B17001C_032M","B17001C_033E","B17001C_033M","B17001C_034E","B17001C_034M","B17001C_035E","B17001C_035M","B17001C_036E","B17001C_036M","B17001C_037E","B17001C_037M","B17001C_038E","B17001C_038M","B17001C_039E","B17001C_039M","B17001C_040E","B17001C_040M","B17001C_041E","B17001C_041M","B17001C_042E","B17001C_042M","B17001C_043E","B17001C_043M","B17001C_044E","B17001C_044M","B17001C_045E","B17001C_045M","B17001C_046E","B17001C_046M","B17001C_047E","B17001C_047M","B17001C_048E","B17001C_048M","B17001C_049E","B17001C_049M","B17001C_050E","B17001C_050M","B17001C_051E","B17001C_051M","B17001C_052E","B17001C_052M","B17001C_053E","B17001C_053M","B17001C_054E","B17001C_054M","B17001C_055E","B17001C_055M","B17001C_056E","B17001C_056M","B17001C_057E","B17001C_057M","B17001C_058E","B17001C_058M","B17001C_059E","B17001C_059M","GEO_ID","NAME"
"2134","365","332","100","151","65","2","4","2","3","13","11","12","13","3","5","3","6","40","34","16","15","14","17","21","19","24","25","1","3","0","30","181","61","6","7","0","30","19","15","10","11","0","30","4","6","11","10","46","24","28","21","18","13","17","14","19","19","3","6","1802","357","818","192","55","30","0","30","78","34","42","33","2","4","22","23","57","29","89","40","104","58","51","32","127","73","93","75","98","106","984","201","93","90","28","22","37","22","26","17","12","10","59","13","99","29","158","75","107","49","103","41","107","48","99","30","56","27","0500000US41059","Umatilla County, Oregon"
"246","85","49","38","19","14","0","24","0","24","4","5","3","7","0","24","1","2","6","10","0","24","0","24","5","7","0","24","0","24","0","24","30","30","0","24","0","24","0","24","1","3","4","8","0","24","0","24","18","23","7","11","0","24","0","24","0","24","0","24","197","75","140","60","0","24","0","24","18","25","5","9","0","24","26","21","7","12","0","24","29","28","19","28","18","14","18","21","0","24","57","28","0","24","0","24","7","9","1","2","0","24","3","4","6","10","7","12","13","12","0","24","14","14","3","5","3","4","0500000US41061","Union County, Oregon"
"49","40","29","36","15","18","6","7","0","18","9","11","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","14","18","0","18","0","18","9","11","0","18","0","18","0","18","0","18","5","8","0","18","0","18","0","18","0","18","0","18","20","18","1","3","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","1","3","0","18","0","18","0","18","0","18","19","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","8","11","6","9","0","18","5","11","0500000US41063","Wallowa County, Oregon"
"848","133","242","116","151","90","20","30","0","24","11","18","12","16","10","15","7","11","11","17","43","53","4","6","7","8","18","20","8","11","0","24","91","47","0","24","5","8","0","24","4","7","0","24","0","24","27","19","24","25","7","7","8","8","0","24","8","13","8","13","606","136","310","77","14","20","20","29","20","19","9","16","9","14","19","21","39","28","59","30","43","29","40","21","22","18","6","19","10","20","296","98","44","26","6","10","0","24","41","53","0","24","0","24","28","18","47","24","35","26","13","12","62","35","20","20","0","24","0500000US41065","Wasco County, Oregon"
"3346","559","588","260","225","94","0","30","0","30","137","75","0","30","0","30","0","30","16","16","15","19","0","30","22","27","35","46","0","30","0","30","363","191","0","30","0","30","0","30","68","38","0","30","2","4","112","61","74","116","0","30","22","28","33","44","0","30","52","69","2758","494","1317","272","90","105","14","21","93","83","18","29","30","39","13","19","148","65","234","98","236","127","222","67","78","62","105","77","36","43","1441","312","71","74","0","30","48","46","51","44","37","54","40","35","158","85","139","79","172","80","274","142","324","87","87","59","40","40","0500000US41067","Washington County, Oregon"
"10","9","2","2","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","2","2","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","2","2","0","13","8","8","4","4","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","2","3","2","3","0","13","0","13","4","7","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","4","7","0","13","0","13","0500000US41069","Wheeler County, Oregon"
"1167","300","151","85","91","63","0","30","3","7","7","12","0","30","0","30","0","30","0","30","31","46","19","27","9","11","0","30","5","5","17","25","60","40","0","30","0","30","0","30","4","6","0","30","2","6","0","30","5","10","24","31","0","30","15","21","5","7","5","6","1016","274","375","152","0","30","0","30","55","62","27","42","0","30","15","27","23","41","57","56","94","73","30","39","46","38","23","19","5","7","641","183","45","51","25","30","116","67","0","30","25","43","0","30","69","92","148","88","71","74","44","47","46","39","39","31","13","17","0500000US41071","Yamhill County, Oregon"
"147","85","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","147","85","65","51","15","24","0","26","0","26","0","26","7","10","2","6","19","20","10","16","4","6","8","14","0","26","0","26","0","26","82","49","0","26","0","26","0","26","0","26","7","13","5","8","0","26","27","27","0","26","15","13","25","28","3","7","0","26","0500000US42001","Adams County, Pennsylvania"
"1355","217","418","159","196","75","16","22","0","26","0","26","28","36","0","26","0","26","38","29","20","20","17","24","31","23","13","20","33","32","0","26","222","109","16","24","0","26","0","26","0","26","0","26","21","26","30","39","18","23","30","41","17","18","12","12","50","49","28","24","937","191","502","125","6","10","14","21","14","16","22","29","13","18","22","25","27","26","92","57","57","42","26","22","92","48","113","63","4","7","435","111","38","34","0","26","6","9","21","22","0","26","0","26","0","26","40","34","116","67","53","34","123","54","21","32","17","17","0500000US42003","Allegheny County, Pennsylvania"
"16","14","1","3","1","3","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","1","3","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","15","14","4","6","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","4","6","0","26","11","13","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","7","12","1","3","3","4","0","26","0","26","0500000US42005","Armstrong County, Pennsylvania"
"150","74","70","64","29","31","0","26","15","26","0","26","0","26","0","26","0","26","6","10","0","26","8","13","0","26","0","26","0","26","0","26","41","41","0","26","0","26","0","26","0","26","0","26","0","26","12","18","0","26","0","26","13","18","0","26","16","25","0","26","80","51","56","44","10","17","0","26","0","26","0","26","0","26","5","10","3","5","0","26","0","26","27","26","6","8","5","12","0","26","24","26","0","26","0","26","10","15","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","14","21","0","26","0500000US42007","Beaver County, Pennsylvania"
"47","30","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","47","30","18","16","0","23","0","23","0","23","0","23","0","23","0","23","4","8","11","14","0","23","3","5","0","23","0","23","0","23","29","18","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","9","11","0","23","0","23","20","13","0","23","0500000US42009","Bedford County, Pennsylvania"
"1394","558","471","265","282","186","0","26","0","26","26","43","42","50","0","26","36","45","0","26","12","19","49","51","43","60","38","47","26","41","10","12","189","104","0","26","0","26","33","41","12","19","0","26","0","26","12","32","6","10","57","47","22","25","47","47","0","26","0","26","923","482","498","278","40","61","0","26","14","22","0","26","0","26","10","27","76","97","117","82","113","81","101","74","27","24","0","26","0","26","425","234","40","53","25","42","78","76","0","26","1","2","0","26","35","65","77","69","27","30","79","55","55","45","8","18","0","26","0500000US42011","Berks County, Pennsylvania"
"176","93","117","105","74","54","0","26","0","26","37","27","0","26","0","26","0","26","36","26","0","26","1","2","0","26","0","26","0","26","0","26","43","55","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","43","55","0","26","0","26","0","26","59","50","55","45","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","46","40","0","26","9","15","0","26","4","13","4","13","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0500000US42013","Blair County, Pennsylvania"
"47","29","11","15","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","11","15","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","1","3","0","26","10","15","0","26","36","24","25","20","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","5","6","7","12","13","15","11","11","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","3","5","2","3","0","26","6","8","0500000US42015","Bradford County, Pennsylvania"
"508","167","105","79","29","30","10","21","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","12","20","0","26","7","10","0","26","76","60","0","26","0","26","13","20","0","26","0","26","0","26","1","2","12","19","17","28","0","26","0","26","33","44","0","26","403","152","209","100","0","26","12","18","25","25","11","14","0","26","0","26","0","26","11","16","17","19","73","70","46","43","9","10","5","9","194","90","1","3","8","12","4","7","15","22","0","26","0","26","0","26","0","26","25","27","36","50","89","60","16","25","0","26","0500000US42017","Bucks County, Pennsylvania"
"81","42","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","81","42","28","26","0","26","0","26","0","26","0","26","0","26","0","26","2","4","0","26","4","7","3","6","4","6","15","18","0","26","53","34","0","26","0","26","0","26","8","18","0","26","0","26","5","7","0","26","0","26","13","19","3","5","19","23","5","7","0500000US42019","Butler County, Pennsylvania"
"16","13","4","5","3","4","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","3","4","0","26","0","26","1","3","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","1","3","0","26","0","26","0","26","12","13","10","8","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","3","4","7","7","0","26","2","10","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","1","8","0","26","0","26","1","4","0500000US42021","Cambria County, Pennsylvania"
"7","7","1","3","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1","3","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1","3","6","7","5","6","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1","2","0","11","0","11","4","6","0","11","1","2","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1","2","0","11","0","11","0","11","0","11","0500000US42023","Cameron County, Pennsylvania"
"170","109","46","59","46","59","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","46","59","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","124","78","6","7","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","3","5","0","26","3","5","0","26","0","26","118","78","3","5","0","26","8","12","0","26","0","26","0","26","0","26","0","26","0","26","105","77","2","4","0","26","0","26","0500000US42025","Carbon County, Pennsylvania"
"95","59","14","22","10","15","0","26","0","26","0","26","0","26","0","26","5","10","3","6","2","4","0","26","0","26","0","26","0","26","0","26","4","9","0","26","0","26","0","26","0","26","0","26","0","26","0","26","4","9","0","26","0","26","0","26","0","26","0","26","81","53","18","15","0","26","0","26","0","26","0","26","0","26","0","26","6","11","0","26","5","7","0","26","7","11","0","26","0","26","63","48","0","26","0","26","0","26","0","26","6","10","0","26","22","27","2","5","0","26","0","26","15","24","18","27","0","26","0500000US42027","Centre County, Pennsylvania"
"377","148","64","61","14","17","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","7","13","7","11","0","26","0","26","50","53","0","26","0","26","0","26","0","26","0","26","14","28","0","26","0","26","0","26","36","43","0","26","0","26","0","26","313","139","134","72","0","26","0","26","0","26","7","12","12","19","0","26","12","18","27","52","32","40","4","6","14","16","1","3","25","36","179","96","0","26","17","27","29","32","13","16","0","26","5","7","6","12","36","53","7","11","10","11","2","5","48","41","6","11","0500000US42029","Chester County, Pennsylvania"
"51","14","7","13","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","7","13","0","23","0","23","0","23","0","23","0","23","0","23","4","9","0","23","0","23","3","6","0","23","0","23","0","23","44","19","31","21","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","31","21","0","23","0","23","0","23","0","23","13","13","0","23","0","23","0","23","0","23","0","23","0","23","0","23","2","3","0","23","4","7","0","23","7","9","0","23","0500000US42031","Clarion County, Pennsylvania"
"99","40","35","29","22","25","0","26","0","26","0","26","0","26","0","26","0","26","20","25","0","26","0","26","0","26","2","3","0","26","0","26","13","15","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","13","15","64","29","31","26","0","26","0","26","0","26","0","26","0","26","0","26","2","3","9","14","0","26","1","2","7","10","12","18","0","26","33","19","0","26","0","26","0","26","2","4","0","26","0","26","1","2","8","9","0","26","3","5","3","5","0","26","16","15","0500000US42033","Clearfield County, Pennsylvania"
"65","48","25","24","12","13","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","12","13","0","23","13","22","0","23","0","23","0","23","0","23","0","23","0","23","7","16","0","23","0","23","6","11","0","23","0","23","0","23","40","41","5","6","2","4","0","23","0","23","0","23","0","23","0","23","0","23","2","6","0","23","0","23","0","23","1","3","0","23","35","36","0","23","0","23","0","23","8","23","0","23","0","23","0","23","12","17","15","12","0","23","0","23","0","23","0","23","0500000US42035","Clinton County, Pennsylvania"
"34","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","34","26","34","26","0","26","0","26","0","26","2","5","0","26","0","26","0","26","0","26","11","15","0","26","0","26","13","16","8","13","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0500000US42037","Columbia County, Pennsylvania"
"33","18","16","13","10","11","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","4","8","6","10","0","26","6","6","0","26","0","26","0","26","0","26","1","3","0","26","2","5","0","26","0","26","1","3","1","6","1","2","0","26","17","11","13","10","2","3","0","26","0","26","0","26","0","26","0","26","3","4","0","26","0","26","3","5","5","6","0","26","0","26","4","5","0","26","0","26","0","26","0","26","0","26","0","26","0","26","2","3","0","26","2","3","0","26","0","26","0","26","0500000US42039","Crawford County, Pennsylvania"
"242","126","34","40","10","16","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","10","16","0","26","0","26","24","34","0","26","0","26","0","26","0","26","0","26","0","26","5","9","0","26","19","31","0","26","0","26","0","26","0","26","208","114","107","62","0","26","0","26","12","18","42","50","0","26","0","26","7","17","0","26","0","26","0","26","22","29","4","7","20","19","101","66","0","26","0","26","24","40","12","19","0","26","29","41","0","26","16","23","0","26","0","26","19","25","0","26","1","3","0500000US42041","Cumberland County, Pennsylvania"
"964","316","171","105","119","95","43","68","0","26","0","26","0","26","0","26","0","26","0","26","0","26","30","36","0","26","2","18","44","62","0","26","52","45","0","26","0","26","0","26","0","26","0","26","0","26","0","26","7","12","0","26","0","26","40","46","5","12","0","26","793","294","395","183","32","30","38","63","31","34","19","27","4","6","21","28","28","45","84","72","50","87","1","3","84","80","1","2","2","3","398","142","27","39","0","26","37","37","5","6","0","26","11","17","14","21","46","40","16","25","74","48","164","117","4","9","0","26","0500000US42043","Dauphin County, Pennsylvania"
"1062","268","279","170","140","101","36","30","18","19","54","47","0","26","0","26","0","26","14","21","0","26","0","26","18","20","0","26","0","26","0","26","139","87","0","26","0","26","36","40","0","26","11","16","0","26","6","11","42","50","44","35","0","26","0","26","0","26","0","26","783","224","446","152","35","55","10","17","19","21","48","49","42","44","28","28","32","36","25","29","20","24","32","34","90","60","33","40","32","44","337","141","60","74","0","26","0","26","10","16","49","50","12","21","16","20","47","37","78","47","10","17","28","30","27","29","0","26","0500000US42045","Delaware County, Pennsylvania"
"27","26","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","27","26","21","22","0","23","0","23","0","23","0","23","0","23","9","14","0","23","0","23","0","23","0","23","0","23","6","10","6","11","6","8","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","6","8","0","23","0","23","0","23","0","23","0500000US42047","Elk County, Pennsylvania"
"640","128","132","66","45","46","0","26","0","26","0","26","0","26","0","26","0","26","17","29","0","26","6","11","4","8","1","2","17","31","0","26","87","51","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","81","49","6","9","0","26","508","134","298","86","0","26","0","26","21","20","62","34","17","24","0","26","20","24","12","17","31","36","42","27","78","50","15","16","0","26","210","83","0","26","0","26","5","10","34","33","0","26","3","5","6","9","81","42","15","17","20","19","15","17","31","35","0","26","0500000US42049","Erie County, Pennsylvania"
"23","26","7","15","7","15","0","26","0","26","0","26","0","26","0","26","0","26","0","26","1","4","0","26","6","14","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","16","22","11","16","0","26","2","5","2","4","0","26","0","26","0","26","0","26","0","26","0","26","7","11","0","26","0","26","0","26","5","8","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","4","8","0","26","1","2","0","26","0","26","0500000US42051","Fayette County, Pennsylvania"
"3","4","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","3","4","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","3","4","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","3","4","0","15","0500000US42053","Forest County, Pennsylvania"
"306","271","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","306","271","213","186","10","18","0","26","28","43","56","85","0","26","0","26","46","52","0","26","28","40","13","16","32","48","0","26","0","26","93","93","0","26","0","26","29","46","0","26","0","26","0","26","0","26","0","26","33","53","25","32","6","9","0","26","0","26","0500000US42055","Franklin County, Pennsylvania"
"27","18","1","2","1","2","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","1","2","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","26","18","15","11","0","17","0","17","3","4","0","17","0","17","2","3","3","4","1","2","0","17","4","4","0","17","2","4","0","17","11","9","1","2","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","7","9","3","4","0","17","0","17","0500000US42057","Fulton County, Pennsylvania"
"0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0500000US42059","Greene County, Pennsylvania"
"46","30","34","32","17","16","0","23","0","23","17","16","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","17","18","0","23","0","23","0","23","0","23","0","23","0","23","0","23","17","18","0","23","0","23","0","23","0","23","0","23","12","11","4","6","0","23","0","23","1","3","1","3","0","23","0","23","0","23","0","23","0","23","0","23","2","3","0","23","0","23","8","8","0","23","0","23","0","23","0","23","0","23","2","3","0","23","0","23","4","5","0","23","2","3","0","23","0","23","0500000US42061","Huntingdon County, Pennsylvania"
"46","51","26","46","9","16","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","9","16","0","26","0","26","0","26","17","30","0","26","0","26","0","26","17","30","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","20","18","9","10","0","26","0","26","0","26","0","26","0","26","0","26","0","26","2","3","7","10","0","26","0","26","0","26","0","26","11","13","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","11","13","0","26","0","26","0","26","0500000US42063","Indiana County, Pennsylvania"
"23","22","2","3","2","3","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","2","3","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","21","21","19","21","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","13","18","0","23","4","7","2","4","2","5","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","1","3","1","3","0","23","0","23","0500000US42065","Jefferson County, Pennsylvania"
"3","7","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","3","7","3","7","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","3","7","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0500000US42067","Juniata County, Pennsylvania"
"141","57","34","32","29","29","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","29","29","0","26","0","26","5","10","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","5","10","0","26","107","52","64","41","0","26","0","26","2","6","0","26","0","26","0","26","14","20","0","26","18","29","0","26","30","20","0","26","0","26","43","26","0","26","0","26","7","12","1","3","0","26","0","26","0","26","4","6","4","7","13","15","2","3","0","26","12","16","0500000US42069","Lackawanna County, Pennsylvania"
"440","171","30","31","27","31","0","26","0","26","0","26","0","26","0","26","0","26","20","30","0","26","0","26","0","26","7","9","0","26","0","26","3","7","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","3","7","0","26","0","26","0","26","410","163","135","75","15","25","0","26","8","15","0","26","0","26","17","25","0","26","6","10","0","26","51","45","0","26","38","46","0","26","275","117","11","15","0","26","0","26","0","26","15","22","12","23","22","32","72","51","39","41","53","49","35","32","16","19","0","26","0500000US42071","Lancaster County, Pennsylvania"
"46","38","7","13","4","12","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","4","12","0","26","0","26","0","26","3","5","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","3","5","0","26","0","26","0","26","0","26","39","35","33","33","0","26","0","26","0","26","0","26","0","26","0","26","0","26","11","21","0","26","14","20","8","12","0","26","0","26","6","8","0","26","0","26","0","26","3","4","0","26","3","4","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0500000US42073","Lawrence County, Pennsylvania"
"121","84","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","121","84","44","33","0","26","0","26","0","26","0","26","0","26","0","26","1","2","0","26","23","29","9","14","11","16","0","26","0","26","77","72","0","26","0","26","12","21","0","26","0","26","0","26","0","26","0","26","33","37","0","26","32","46","0","26","0","26","0500000US42075","Lebanon County, Pennsylvania"
"1179","507","480","273","205","151","24","36","0","26","21","33","1","2","0","26","24","34","45","48","49","58","41","44","0","26","0","26","0","26","0","26","275","136","26","40","22","35","0","26","16","26","0","26","0","26","31","41","38","31","1","2","78","53","63","45","0","26","0","26","699","467","401","291","17","27","0","26","64","70","0","26","0","26","57","66","34","51","105","79","27","33","50","63","47","74","0","26","0","26","298","217","72","100","0","26","18","28","80","99","0","26","0","26","46","71","48","35","0","26","9","15","25","40","0","26","0","26","0500000US42077","Lehigh County, Pennsylvania"
"489","136","190","121","117","84","0","26","34","40","0","26","29","26","0","26","9","11","13","23","9","16","11","19","0","26","0","26","12","17","0","26","73","48","2","7","0","26","15","11","5","7","0","26","1","6","7","12","22","32","0","26","0","26","15","15","6","12","0","26","299","134","175","82","0","26","0","26","4","10","16","21","0","26","0","26","55","52","8","12","39","37","9","10","40","37","0","26","4","6","124","71","17","21","0","26","15","24","9","15","0","26","0","26","0","26","2","3","0","26","32","27","24","30","23","25","2","5","0500000US42079","Luzerne County, Pennsylvania"
"159","70","40","36","8","13","3","5","0","26","3","5","0","26","0","26","0","26","0","26","0","26","0","26","2","4","0","26","0","26","0","26","32","31","3","5","0","26","0","26","0","26","0","26","0","26","0","26","3","5","0","26","0","26","5","9","21","29","0","26","119","61","87","54","0","26","0","26","0","26","0","26","19","31","9","18","17","23","0","26","0","26","37","33","0","26","0","26","5","8","32","34","0","26","0","26","0","26","0","26","0","26","0","26","0","26","26","36","0","26","0","26","6","9","0","26","0","26","0500000US42081","Lycoming County, Pennsylvania"
"56","37","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","56","37","36","35","0","23","0","23","0","23","0","23","0","23","0","23","0","23","12","21","0","23","24","27","0","23","0","23","0","23","20","19","0","23","0","23","0","23","0","23","0","23","0","23","0","23","5","14","0","23","9","14","0","23","0","23","6","8","0500000US42083","McKean County, Pennsylvania"
"142","80","15","23","4","6","0","26","0","26","4","6","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","11","18","0","26","4","6","0","26","0","26","0","26","0","26","0","26","0","26","7","12","0","26","0","26","0","26","0","26","127","78","37","41","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","24","31","5","12","0","26","8","20","90","60","0","26","0","26","22","25","6","10","0","26","0","26","0","26","13","20","0","26","12","18","1","2","0","26","36","20","0500000US42085","Mercer County, Pennsylvania"
